query_id,category,method,candidate_count,top_k,ndcg_at_5,precision_at_5,recall_at_5,map_at_5,selected_mean_proxy_relevance,ideal_mean_proxy_relevance,cold_start_candidates,ranked_provider_ids,ideal_provider_ids
EVAL-332E04B7-008,Wells,catf,10,5,0.4973005499,0.4,0.4,0.18,0.49342,0.78976,0,P08060|P08197|P08162|P08061|P08164,P08136|P08008|P08164|P08197|P07946
EVAL-332E04B7-008,Wells,catf_no_credibility,10,5,0.4786944154,0.4,0.4,0.1466666667,0.49342,0.78976,0,P08060|P08162|P08197|P08061|P08164,P08136|P08008|P08164|P08197|P07946
EVAL-332E04B7-008,Wells,catf_uniform_weights,10,5,0.5177462311,0.4,0.4,0.1466666667,0.53104,0.78976,0,P08060|P08162|P08197|P08061|P08008,P08136|P08008|P08164|P08197|P07946
EVAL-332E04B7-009,Wells,average_rating,10,5,0.8862806197,0.8,0.8,0.8,0.6039466667,0.6458666667,0,P08125|P08135|P08003|P08114|P08081,P08135|P08109|P08114|P08003|P08125
EVAL-332E04B7-009,Wells,catf,10,5,0.8135354528,0.6,0.6,0.3833333333,0.5834666667,0.6458666667,0,P08081|P08125|P08114|P08109|P07944,P08135|P08109|P08114|P08003|P08125
EVAL-332E04B7-009,Wells,catf_no_credibility,10,5,0.8286238203,0.6,0.6,0.4833333333,0.5834666667,0.6458666667,0,P08125|P08081|P08114|P08109|P07944,P08135|P08109|P08114|P08003|P08125
EVAL-332E04B7-009,Wells,catf_uniform_weights,10,5,0.8345171347,0.6,0.6,0.4533333333,0.5834666667,0.6458666667,0,P08114|P08081|P08125|P07944|P08109,P08135|P08109|P08114|P08003|P08125
EVAL-332E04B7-010,Wells,average_rating,10,5,0.4157415366,0.2,0.2,0.05,0.409,0.79472,0,P07961|P08073|P08051|P07888|P08116,P07933|P08182|P07888|P08120|P07983
EVAL-332E04B7-010,Wells,catf,10,5,0.5429150645,0.4,0.4,0.1466666667,0.54364,0.79472,0,P07961|P08051|P07933|P08073|P07888,P07933|P08182|P07888|P08120|P07983
EVAL-332E04B7-010,Wells,catf_no_credibility,10,5,0.5886137745,0.4,0.4,0.18,0.54364,0.79472,0,P07961|P07933|P08073|P08051|P07888,P07933|P08182|P07888|P08120|P07983
EVAL-332E04B7-010,Wells,catf_uniform_weights,10,5,0.4397826452,0.2,0.2,0.1,0.409,0.79472,0,P07961|P07888|P08051|P08073|P08116,P07933|P08182|P07888|P08120|P07983
EVAL-332E04B7-011,Wells,average_rating,10,5,0.7321514929,0.6,0.6,0.55,0.5101333333,0.6394733333,0,P07882|P07920|P08022|P07927|P07894,P07942|P07927|P08158|P07920|P07882
EVAL-332E04B7-011,Wells,catf,10,5,0.7310873202,0.6,0.6,0.32,0.5101333333,0.6394733333,0,P07894|P07927|P08022|P07882|P07920,P07942|P07927|P08158|P07920|P07882
EVAL-332E04B7-011,Wells,catf_no_credibility,10,5,0.773241181,0.6,0.6,0.3833333333,0.5298133333,0.6394733333,0,P07894|P07927|P07920|P07882|P08200,P07942|P07927|P08158|P07920|P07882
EVAL-332E04B7-011,Wells,catf_uniform_weights,10,5,0.7656644875,0.4,0.4,0.3,0.4854,0.6394733333,0,P07927|P07894|P08022|P07920|P08200,P07942|P07927|P08158|P07920|P07882
EVAL-332E04B7-012,Wells,average_rating,10,5,0.7446399136,0.6,0.6,0.3533333333,0.5709066667,0.6832266667,0,P08190|P07917|P07900|P07906|P07950,P07900|P07950|P07971|P07917|P08211
EVAL-332E04B7-012,Wells,catf,10,5,0.7851653857,0.6,0.6,0.42,0.5709066667,0.6832266667,0,P07917|P08190|P07906|P07950|P07900,P07900|P07950|P07971|P07917|P08211
EVAL-332E04B7-012,Wells,catf_no_credibility,10,5,0.7852569669,0.6,0.6,0.42,0.5709066667,0.6832266667,0,P07917|P08190|P07906|P07900|P07950,P07900|P07950|P07971|P07917|P08211
EVAL-332E04B7-012,Wells,catf_uniform_weights,10,5,0.744403463,0.6,0.6,0.3533333333,0.5709066667,0.6832266667,0,P08190|P07917|P07950|P07906|P07900,P07900|P07950|P07971|P07917|P08211
EVAL-332E04B7-013,Wells,average_rating,10,5,0.5550254796,0.2,0.2,0.05,0.46568,0.76012,1,P08153|P08055|P07864|P07908|P08017,P08014|P07984|P07908|P08020|P08006
EVAL-332E04B7-013,Wells,catf,10,5,0.8178284438,0.6,0.6,0.32,0.68132,0.76012,1,P08153|P07908|P07864|P08014|P08006,P08014|P07984|P07908|P08020|P08006
EVAL-332E04B7-013,Wells,catf_no_credibility,10,5,0.8178284438,0.6,0.6,0.32,0.68132,0.76012,1,P08153|P07908|P07864|P08014|P08006,P08014|P07984|P07908|P08020|P08006
EVAL-332E04B7-013,Wells,catf_uniform_weights,10,5,0.7851649179,0.6,0.6,0.32,0.69668,0.76012,1,P07864|P07908|P08153|P08014|P08020,P08014|P07984|P07908|P08020|P08006
EVAL-332E04B7-014,Wells,average_rating,10,5,0.7501265286,0.6,0.6,0.3533333333,0.5392266667,0.6273466667,0,P08210|P08002|P08090|P08042|P08163,P08090|P07922|P08002|P07930|P08163
EVAL-332E04B7-014,Wells,catf,10,5,0.8054784696,0.6,0.6,0.3533333333,0.5554066667,0.6273466667,0,P08042|P08090|P08163|P08142|P08002,P08090|P07922|P08002|P07930|P08163
EVAL-332E04B7-014,Wells,catf_no_credibility,10,5,0.7756248491,0.6,0.6,0.3833333333,0.5392266667,0.6273466667,0,P08042|P08163|P08090|P08002|P08210,P08090|P07922|P08002|P07930|P08163
EVAL-332E04B7-014,Wells,catf_uniform_weights,10,5,0.7931404953,0.6,0.6,0.3833333333,0.5392266667,0.6273466667,0,P08042|P08090|P08163|P08002|P08210,P08090|P07922|P08002|P07930|P08163
EVAL-332E04B7-015,Wells,average_rating,10,5,0.7130313448,0.6,0.6,0.55,0.55108,0.68184,0,P08031|P08066|P07935|P08021|P08108,P07959|P08066|P07967|P08021|P08031
EVAL-332E04B7-015,Wells,catf,10,5,0.7827304397,0.6,0.6,0.32,0.62508,0.68184,0,P07935|P07959|P08108|P08021|P08066,P07959|P08066|P07967|P08021|P08031
EVAL-332E04B7-015,Wells,catf_no_credibility,10,5,0.8917751511,0.6,0.6,0.42,0.62508,0.68184,0,P07959|P07935|P08108|P08021|P08066,P07959|P08066|P07967|P08021|P08031
EVAL-332E04B7-015,Wells,catf_uniform_weights,10,5,0.8917751511,0.6,0.6,0.42,0.62508,0.68184,0,P07959|P07935|P08108|P08021|P08066,P07959|P08066|P07967|P08021|P08031
EVAL-332E04B7-016,Wells,average_rating,10,5,0.8106842585,0.6,0.6,0.42,0.515,0.63908,0,P08103|P07977|P07956|P07880|P08019,P08103|P08188|P08019|P07880|P08102
EVAL-332E04B7-016,Wells,catf,10,5,0.694036832,0.4,0.4,0.2333333333,0.43196,0.63908,0,P07977|P08103|P07880|P07956|P07911,P08103|P08188|P08019|P07880|P08102
EVAL-332E04B7-016,Wells,catf_no_credibility,10,5,0.8287314267,0.6,0.6,0.3833333333,0.54444,0.63908,0,P07977|P08103|P07880|P08188|P07956,P08103|P08188|P08019|P07880|P08102
EVAL-332E04B7-016,Wells,catf_uniform_weights,10,5,0.7627209721,0.6,0.6,0.32,0.515,0.63908,0,P07977|P08103|P07956|P07880|P08019,P08103|P08188|P08019|P07880|P08102
EVAL-332E04B7-017,Wells,average_rating,10,5,0.7260416716,0.6,0.6,0.52,0.5565,0.74448,0,P08078|P08204|P07859|P08208|P08032,P08195|P08032|P08078|P08204|P07991
EVAL-332E04B7-017,Wells,catf,10,5,0.7673794445,0.6,0.6,0.6,0.57498,0.74448,0,P08078|P08204|P08032|P08140|P08208,P08195|P08032|P08078|P08204|P07991
EVAL-332E04B7-017,Wells,catf_no_credibility,10,5,0.7553496955,0.6,0.6,0.55,0.57498,0.74448,0,P08078|P08204|P08140|P08032|P08208,P08195|P08032|P08078|P08204|P07991
EVAL-332E04B7-017,Wells,catf_uniform_weights,10,5,0.765378962,0.6,0.6,0.55,0.57498,0.74448,0,P08078|P08032|P08140|P08204|P08208,P08195|P08032|P08078|P08204|P07991
EVAL-332E04B7-018,Wells,average_rating,10,5,0.6940314847,0.4,0.4,0.1666666667,0.63306,0.77682,1,P08086|P07965|P08041|P07870|P07997,P07870|P07968|P08041|P07905|P07958
EVAL-332E04B7-018,Wells,catf,10,5,0.7647372406,0.4,0.4,0.3,0.6536866667,0.77682,1,P08041|P08094|P08086|P07968|P07997,P07870|P07968|P08041|P07905|P07958
EVAL-332E04B7-018,Wells,catf_no_credibility,10,5,0.8575440701,0.6,0.6,0.4533333333,0.7264066667,0.77682,1,P08041|P08086|P07870|P08094|P07968,P07870|P07968|P08041|P07905|P07958
EVAL-332E04B7-018,Wells,catf_uniform_weights,10,5,0.7911777158,0.6,0.6,0.42,0.6759466667,0.77682,1,P08041|P08086|P08094|P07870|P07958,P07870|P07968|P08041|P07905|P07958
EVAL-332E04B7-019,Wells,average_rating,10,5,0.5442842921,0.4,0.4,0.3,0.38868,0.64608,0,P08178|P08159|P08040|P08029|P08037,P08127|P08029|P08178|P08070|P08165
EVAL-332E04B7-019,Wells,catf,10,5,0.5915393113,0.6,0.6,0.52,0.45556,0.64608,0,P08165|P08178|P08159|P08040|P08029,P08127|P08029|P08178|P08070|P08165
EVAL-332E04B7-019,Wells,catf_no_credibility,10,5,0.5915393113,0.6,0.6,0.52,0.45556,0.64608,0,P08165|P08178|P08159|P08040|P08029,P08127|P08029|P08178|P08070|P08165
EVAL-332E04B7-019,Wells,catf_uniform_weights,10,5,0.5360962892,0.4,0.4,0.4,0.39226,0.64608,0,P08165|P08178|P07876|P08040|P08159,P08127|P08029|P08178|P08070|P08165
EVAL-332E04B7-020,Wells,average_rating,10,5,0.6388686768,0.4,0.4,0.18,0.49512,0.67084,0,P08139|P07953|P08039|P08013|P07868,P08087|P07953|P07914|P08121|P07868
EVAL-332E04B7-020,Wells,catf,10,5,0.6226774837,0.6,0.6,0.2866666667,0.53112,0.67084,0,P08039|P08139|P07953|P08121|P07868,P08087|P07953|P07914|P08121|P07868
EVAL-332E04B7-020,Wells,catf_no_credibility,10,5,0.6483602363,0.6,0.6,0.2866666667,0.53112,0.67084,0,P08139|P08039|P07953|P07868|P08121,P08087|P07953|P07914|P08121|P07868
EVAL-332E04B7-020,Wells,catf_uniform_weights,10,5,0.5602942,0.4,0.4,0.13,0.48544,0.67084,0,P08039|P08139|P08119|P07953|P08121,P08087|P07953|P07914|P08121|P07868
EVAL-5A17709E-001,Painters,average_rating,10,5,0.4240119539,0.2,0.2,0.04,0.3903733333,0.76108,0,P04287|P04335|P04604|P04327|P04638,P04410|P04321|P04436|P04638|P04451
EVAL-5A17709E-001,Painters,catf,10,5,0.6525277186,0.4,0.4,0.1666666667,0.5743733333,0.76108,0,P04604|P04335|P04638|P04321|P04419,P04410|P04321|P04436|P04638|P04451
EVAL-5A17709E-001,Painters,catf_no_credibility,10,5,0.60116277,0.4,0.4,0.1666666667,0.5743733333,0.76108,0,P04335|P04604|P04638|P04321|P04419,P04410|P04321|P04436|P04638|P04451
EVAL-5A17709E-001,Painters,catf_uniform_weights,10,5,0.6225381846,0.2,0.2,0.2,0.4992533333,0.76108,0,P04638|P04604|P04335|P04287|P04419,P04410|P04321|P04436|P04638|P04451
EVAL-5A17709E-002,Painters,average_rating,10,5,0.7403492037,0.6,0.6,0.6,0.5297933333,0.6769133333,0,P04313|P04296|P04293|P04570|P04343,P04468|P04296|P04613|P04293|P04313
EVAL-5A17709E-002,Painters,catf,10,5,0.8200318896,0.8,0.8,0.76,0.6073533333,0.6769133333,0,P04313|P04293|P04468|P04288|P04296,P04468|P04296|P04613|P04293|P04313
EVAL-5A17709E-002,Painters,catf_no_credibility,10,5,0.7791316486,0.8,0.8,0.6433333333,0.6073533333,0.6769133333,0,P04313|P04288|P04293|P04296|P04468,P04468|P04296|P04613|P04293|P04313
EVAL-5A17709E-002,Painters,catf_uniform_weights,10,5,0.7573228027,0.6,0.6,0.6,0.5482733333,0.6769133333,0,P04313|P04293|P04468|P04288|P04570,P04468|P04296|P04613|P04293|P04313
EVAL-5A17709E-003,Painters,average_rating,10,5,0.6411409982,0.4,0.4,0.1666666667,0.58344,0.70768,0,P04496|P04587|P04413|P04462|P04605,P04462|P04413|P04567|P04484|P04314
EVAL-5A17709E-003,Painters,catf,10,5,0.5655109041,0.2,0.2,0.06666666667,0.46836,0.70768,0,P04587|P04496|P04413|P04385|P04318,P04462|P04413|P04567|P04484|P04314
EVAL-5A17709E-003,Painters,catf_no_credibility,10,5,0.6792787809,0.4,0.4,0.1466666667,0.57792,0.70768,0,P04587|P04496|P04413|P04385|P04462,P04462|P04413|P04567|P04484|P04314
EVAL-5A17709E-003,Painters,catf_uniform_weights,10,5,0.6792787809,0.4,0.4,0.1466666667,0.57792,0.70768,0,P04587|P04496|P04413|P04385|P04462,P04462|P04413|P04567|P04484|P04314
EVAL-5A17709E-004,Painters,average_rating,10,5,0.8867524927,0.8,0.8,0.71,0.69036,0.76268,0,P04412|P04286|P04338|P04630|P04371,P04627|P04412|P04630|P04286|P04371
EVAL-5A17709E-004,Painters,catf,10,5,0.8728051812,0.8,0.8,0.5433333333,0.76004,0.76268,0,P04338|P04286|P04412|P04627|P04630,P04627|P04412|P04630|P04286|P04371
EVAL-5A17709E-004,Painters,catf_no_credibility,10,5,0.881438655,0.8,0.8,0.5433333333,0.76004,0.76268,0,P04338|P04412|P04286|P04630|P04627,P04627|P04412|P04630|P04286|P04371
EVAL-5A17709E-004,Painters,catf_uniform_weights,10,5,0.9516011913,0.8,0.8,0.6433333333,0.76004,0.76268,0,P04412|P04338|P04286|P04627|P04630,P04627|P04412|P04630|P04286|P04371
EVAL-5A17709E-005,Painters,average_rating,10,5,0.9325202291,0.8,0.8,0.6433333333,0.65262,0.68202,0,P04517|P04386|P04361|P04352|P04347,P04517|P04347|P04361|P04298|P04352
EVAL-5A17709E-005,Painters,catf,10,5,0.6645485283,0.2,0.2,0.1,0.5046,0.68202,0,P04386|P04517|P04537|P04632|P04569,P04517|P04347|P04361|P04298|P04352
EVAL-5A17709E-005,Painters,catf_no_credibility,10,5,0.7045660932,0.4,0.4,0.18,0.53772,0.68202,0,P04386|P04517|P04632|P04537|P04352,P04517|P04347|P04361|P04298|P04352
EVAL-5A17709E-005,Painters,catf_uniform_weights,10,5,0.7104496739,0.4,0.4,0.2333333333,0.53772,0.68202,0,P04386|P04517|P04352|P04632|P04537,P04517|P04347|P04361|P04298|P04352
EVAL-5A17709E-006,Painters,average_rating,10,5,0.7266536257,0.4,0.4,0.28,0.46075,0.58173,0,P04547|P04378|P04596|P04358|P04396,P04396|P04497|P04547|P04591|P04369
EVAL-5A17709E-006,Painters,catf,10,5,0.6176456237,0.4,0.4,0.4,0.37569,0.58173,0,P04547|P04369|P04304|P04596|P04378,P04396|P04497|P04547|P04591|P04369
EVAL-5A17709E-006,Painters,catf_no_credibility,10,5,0.689765767,0.6,0.6,0.4833333333,0.44541,0.58173,0,P04547|P04304|P04369|P04396|P04596,P04396|P04497|P04547|P04591|P04369
EVAL-5A17709E-006,Painters,catf_uniform_weights,10,5,0.629326766,0.4,0.4,0.4,0.37569,0.58173,0,P04547|P04369|P04378|P04304|P04596,P04396|P04497|P04547|P04591|P04369
EVAL-5A17709E-007,Painters,average_rating,10,5,0.4669506581,0.2,0.2,0.06666666667,0.41546,0.7993466667,1,P04476|P04553|P04528|P04323|P04315,P04285|P04489|P04301|P04473|P04528
EVAL-5A17709E-007,Painters,catf,10,5,0.6739550446,0.6,0.6,0.4833333333,0.5954666667,0.7993466667,1,P04528|P04476|P04489|P04301|P04315,P04285|P04489|P04301|P04473|P04528
EVAL-5A17709E-007,Painters,catf_no_credibility,10,5,0.6739550446,0.6,0.6,0.4833333333,0.5954666667,0.7993466667,1,P04528|P04476|P04489|P04301|P04315,P04285|P04489|P04301|P04473|P04528
EVAL-5A17709E-007,Painters,catf_uniform_weights,10,5,0.6897455288,0.6,0.6,0.42,0.6531466667,0.7993466667,1,P04528|P04476|P04323|P04489|P04301,P04285|P04489|P04301|P04473|P04528
EVAL-5A17709E-008,Painters,average_rating,10,5,0.7270803575,0.6,0.6,0.2866666667,0.6123,0.68426,0,P04463|P04454|P04563|P04322|P04337,P04322|P04337|P04350|P04387|P04563
EVAL-5A17709E-008,Painters,catf,10,5,0.8326450388,0.6,0.6,0.42,0.55484,0.68426,0,P04322|P04454|P04472|P04350|P04563,P04322|P04337|P04350|P04387|P04563
EVAL-5A17709E-008,Painters,catf_no_credibility,10,5,0.8442821585,0.6,0.6,0.4533333333,0.55484,0.68426,0,P04322|P04454|P04563|P04472|P04350,P04322|P04337|P04350|P04387|P04563
EVAL-5A17709E-008,Painters,catf_uniform_weights,10,5,0.6756164606,0.8,0.8,0.5433333333,0.5672,0.68426,0,P04472|P04322|P04350|P04563|P04387,P04322|P04337|P04350|P04387|P04563
EVAL-5A17709E-009,Painters,average_rating,10,5,0.6846187952,0.6,0.6,0.4533333333,0.5852,0.71402,0,P04428|P04395|P04595|P04401|P04440,P04307|P04440|P04595|P04624|P04428
EVAL-5A17709E-009,Painters,catf,10,5,0.7458656002,0.8,0.8,0.76,0.60578,0.71402,0,P04428|P04440|P04624|P04541|P04595,P04307|P04440|P04595|P04624|P04428
EVAL-5A17709E-009,Painters,catf_no_credibility,10,5,0.7458656002,0.8,0.8,0.76,0.60578,0.71402,0,P04428|P04440|P04624|P04541|P04595,P04307|P04440|P04595|P04624|P04428
EVAL-5A17709E-009,Painters,catf_uniform_weights,10,5,0.6942188318,0.6,0.6,0.6,0.5309,0.71402,0,P04428|P04440|P04595|P04395|P04543,P04307|P04440|P04595|P04624|P04428
EVAL-5A17709E-010,Painters,average_rating,10,5,0.642527685,0.4,0.4,0.2333333333,0.51048,0.71468,0,P04441|P04498|P04564|P04615|P04474,P04598|P04564|P04600|P04502|P04498
EVAL-5A17709E-010,Painters,catf,10,5,0.6315984578,0.6,0.6,0.2866666667,0.5814,0.71468,0,P04312|P04441|P04564|P04498|P04598,P04598|P04564|P04600|P04502|P04498
EVAL-5A17709E-010,Painters,catf_no_credibility,10,5,0.6879739009,0.6,0.6,0.2866666667,0.5814,0.71468,0,P04441|P04312|P04564|P04498|P04598,P04598|P04564|P04600|P04502|P04498
EVAL-5A17709E-010,Painters,catf_uniform_weights,10,5,0.7440388362,0.6,0.6,0.42,0.5814,0.71468,0,P04564|P04312|P04441|P04498|P04598,P04598|P04564|P04600|P04502|P04498
EVAL-5A17709E-011,Painters,average_rating,10,5,0.5467926458,0.6,0.6,0.32,0.55272,0.7698333333,0,P04415|P04586|P04364|P04445|P04367,P04445|P04328|P04467|P04367|P04586
EVAL-5A17709E-011,Painters,catf,10,5,0.5220744639,0.4,0.4,0.1666666667,0.53212,0.7698333333,0,P04415|P04603|P04586|P04445|P04510,P04445|P04328|P04467|P04367|P04586
EVAL-5A17709E-011,Painters,catf_no_credibility,10,5,0.4920752561,0.4,0.4,0.1666666667,0.49544,0.7698333333,0,P04415|P04603|P04586|P04445|P04364,P04445|P04328|P04467|P04367|P04586
EVAL-5A17709E-011,Painters,catf_uniform_weights,10,5,0.4287760987,0.2,0.2,0.04,0.41572,0.7698333333,0,P04603|P04415|P04364|P04510|P04586,P04445|P04328|P04467|P04367|P04586
EVAL-5A17709E-012,Painters,average_rating,10,5,0.7051156392,0.4,0.4,0.2333333333,0.62568,0.80276,1,P04625|P04555|P04457|P04477|P04611,P04575|P04457|P04552|P04555|P04566
EVAL-5A17709E-012,Painters,catf,10,5,0.729681545,0.6,0.6,0.2866666667,0.67684,0.80276,1,P04625|P04426|P04555|P04566|P04552,P04575|P04457|P04552|P04555|P04566
EVAL-5A17709E-012,Painters,catf_no_credibility,10,5,0.668654663,0.4,0.4,0.1666666667,0.60548,0.80276,1,P04625|P04426|P04555|P04566|P04477,P04575|P04457|P04552|P04555|P04566
EVAL-5A17709E-012,Painters,catf_uniform_weights,10,5,0.6740312291,0.4,0.4,0.2,0.60548,0.80276,1,P04625|P04555|P04426|P04566|P04477,P04575|P04457|P04552|P04555|P04566
EVAL-5A17709E-013,Painters,average_rating,10,5,0.5708435365,0.2,0.2,0.2,0.4347866667,0.67514,0,P04492|P04353|P04618|P04452|P04478,P04490|P04339|P04506|P04492|P04407
EVAL-5A17709E-013,Painters,catf,10,5,0.4371516896,0,0,0,0.3855466667,0.67514,0,P04353|P04478|P04406|P04618|P04452,P04490|P04339|P04506|P04492|P04407
EVAL-5A17709E-013,Painters,catf_no_credibility,10,5,0.46546025,0.2,0.2,0.04,0.4138666667,0.67514,0,P04353|P04478|P04406|P04618|P04492,P04490|P04339|P04506|P04492|P04407
EVAL-5A17709E-013,Painters,catf_uniform_weights,10,5,0.4793549537,0.2,0.2,0.06666666667,0.4138666667,0.67514,0,P04353|P04478|P04492|P04618|P04406,P04490|P04339|P04506|P04492|P04407
EVAL-5A17709E-014,Painters,average_rating,10,5,0.5395687252,0.2,0.2,0.1,0.4047,0.68796,0,P04584|P04447|P04535|P04500|P04377,P04447|P04597|P04637|P04623|P04444
EVAL-5A17709E-014,Painters,catf,10,5,0.5024927632,0.4,0.4,0.1466666667,0.41898,0.68796,0,P04584|P04377|P04597|P04535|P04623,P04447|P04597|P04637|P04623|P04444
EVAL-5A17709E-014,Painters,catf_no_credibility,10,5,0.4795635636,0.4,0.4,0.13,0.41898,0.68796,0,P04584|P04377|P04535|P04597|P04623,P04447|P04597|P04637|P04623|P04444
EVAL-5A17709E-014,Painters,catf_uniform_weights,10,5,0.5024927632,0.4,0.4,0.1466666667,0.41898,0.68796,0,P04584|P04377|P04597|P04535|P04623,P04447|P04597|P04637|P04623|P04444
EVAL-5A17709E-015,Painters,average_rating,10,5,0.8322710823,0.6,0.6,0.6,0.62565,0.72465,2,P04487|P04614|P04388|P04402|P04329,P04326|P04487|P04388|P04614|P04523
EVAL-5A17709E-015,Painters,catf,10,5,0.6897945007,0.4,0.4,0.3333333333,0.49853,0.72465,2,P04487|P04329|P04388|P04402|P04393,P04326|P04487|P04388|P04614|P04523
EVAL-5A17709E-015,Painters,catf_no_credibility,10,5,0.6897945007,0.4,0.4,0.3333333333,0.49853,0.72465,2,P04487|P04329|P04388|P04402|P04393,P04326|P04487|P04388|P04614|P04523
EVAL-5A17709E-015,Painters,catf_uniform_weights,10,5,0.6425073858,0.4,0.4,0.3,0.49853,0.72465,2,P04487|P04393|P04329|P04388|P04402,P04326|P04487|P04388|P04614|P04523
EVAL-5A17709E-016,Painters,average_rating,10,5,0.8881758218,0.6,0.6,0.6,0.61094,0.72324,0,P04544|P04414|P04449|P04574|P04546,P04544|P04414|P04522|P04449|P04499
EVAL-5A17709E-016,Painters,catf,10,5,0.8139990036,0.6,0.6,0.42,0.59308,0.72324,0,P04544|P04574|P04403|P04449|P04499,P04544|P04414|P04522|P04449|P04499
EVAL-5A17709E-016,Painters,catf_no_credibility,10,5,0.8139990036,0.6,0.6,0.42,0.59308,0.72324,0,P04544|P04574|P04403|P04449|P04499,P04544|P04414|P04522|P04449|P04499
EVAL-5A17709E-016,Painters,catf_uniform_weights,10,5,0.9036745511,0.6,0.6,0.6,0.6224,0.72324,0,P04544|P04449|P04414|P04403|P04574,P04544|P04414|P04522|P04449|P04499
EVAL-5A17709E-017,Painters,average_rating,10,5,0.8212788299,0.6,0.6,0.42,0.50434,0.61211,0,P04571|P04515|P04392|P04626|P04507,P04571|P04507|P04503|P04626|P04565
EVAL-5A17709E-017,Painters,catf,10,5,0.8232183509,0.8,0.8,0.6433333333,0.51851,0.61211,0,P04571|P04392|P04565|P04507|P04626,P04571|P04507|P04503|P04626|P04565
EVAL-5A17709E-017,Painters,catf_no_credibility,10,5,0.8310802264,0.8,0.8,0.6433333333,0.51851,0.61211,0,P04571|P04392|P04507|P04565|P04626,P04571|P04507|P04503|P04626|P04565
EVAL-5A17709E-017,Painters,catf_uniform_weights,10,5,0.6746586223,0.6,0.6,0.3833333333,0.50041,0.61211,0,P04392|P04571|P04565|P04507|P04515,P04571|P04507|P04503|P04626|P04565
EVAL-5A17709E-018,Painters,average_rating,10,5,0.7416448461,0.4,0.4,0.28,0.5779866667,0.7192666667,0,P04545|P04557|P04291|P04349|P04576,P04516|P04370|P04346|P04576|P04545
EVAL-5A17709E-018,Painters,catf,10,5,0.7094500522,0.2,0.2,0.2,0.5320266667,0.7192666667,0,P04545|P04359|P04291|P04349|P04557,P04516|P04370|P04346|P04576|P04545
EVAL-5A17709E-018,Painters,catf_no_credibility,10,5,0.7176840543,0.2,0.2,0.2,0.5320266667,0.7192666667,0,P04545|P04349|P04291|P04557|P04359,P04516|P04370|P04346|P04576|P04545
EVAL-5A17709E-018,Painters,catf_uniform_weights,10,5,0.689406763,0.2,0.2,0.2,0.4944666667,0.7192666667,0,P04545|P04349|P04291|P04359|P04525,P04516|P04370|P04346|P04576|P04545
EVAL-5A17709E-019,Painters,average_rating,10,5,0.8697979825,0.8,0.8,0.71,0.56862,0.66246,0,P04580|P04309|P04640|P04382|P04375,P04580|P04382|P04375|P04309|P04504
EVAL-5A17709E-019,Painters,catf,10,5,0.976864751,0.8,0.8,0.71,0.6459,0.66246,0,P04580|P04382|P04554|P04309|P04375,P04580|P04382|P04375|P04309|P04504
EVAL-5A17709E-019,Painters,catf_no_credibility,10,5,0.8886385274,0.6,0.6,0.55,0.54534,0.66246,0,P04580|P04382|P04554|P04309|P04640,P04580|P04382|P04375|P04309|P04504
EVAL-5A17709E-019,Painters,catf_uniform_weights,10,5,0.9456263287,0.8,0.8,0.76,0.6459,0.66246,0,P04382|P04580|P04309|P04554|P04375,P04580|P04382|P04375|P04309|P04504
EVAL-5A17709E-020,Painters,average_rating,10,5,0.7477818155,0.4,0.4,0.3333333333,0.5783133333,0.74084,0,P04394|P04604|P04542|P04512|P04485,P04303|P04394|P04360|P04616|P04542
EVAL-5A17709E-020,Painters,catf,10,5,0.834908022,0.6,0.6,0.3533333333,0.7085133333,0.74084,0,P04512|P04394|P04360|P04604|P04303,P04303|P04394|P04360|P04616|P04542
EVAL-5A17709E-020,Painters,catf_no_credibility,10,5,0.7724286498,0.6,0.6,0.3533333333,0.6511533333,0.74084,0,P04512|P04394|P04360|P04604|P04616,P04303|P04394|P04360|P04616|P04542
EVAL-5A17709E-020,Painters,catf_uniform_weights,10,5,0.8137593802,0.6,0.6,0.4833333333,0.6511533333,0.74084,0,P04394|P04512|P04616|P04360|P04604,P04303|P04394|P04360|P04616|P04542
EVAL-68539434-001,Ceiling,average_rating,10,5,0.8896733578,0.6,0.6,0.42,0.65986,0.72696,0,P09514|P09422|P09582|P09295|P09355,P09514|P09355|P09474|P09633|P09295
EVAL-68539434-001,Ceiling,catf,10,5,0.8661858999,0.4,0.4,0.3,0.6278066667,0.72696,0,P09514|P09582|P09313|P09633|P09422,P09514|P09355|P09474|P09633|P09295
EVAL-68539434-001,Ceiling,catf_no_credibility,10,5,0.8616355094,0.4,0.4,0.28,0.6278066667,0.72696,0,P09514|P09582|P09422|P09313|P09633,P09514|P09355|P09474|P09633|P09295
EVAL-68539434-001,Ceiling,catf_uniform_weights,10,5,0.9002234876,0.6,0.6,0.55,0.6479466667,0.72696,0,P09514|P09633|P09582|P09295|P09313,P09514|P09355|P09474|P09633|P09295
EVAL-68539434-002,Ceiling,average_rating,10,5,0.6877631284,0.4,0.4,0.18,0.49292,0.63984,0,P09513|P09630|P09386|P09563|P09285,P09614|P09630|P09525|P09538|P09285
EVAL-68539434-002,Ceiling,catf,10,5,0.730501619,0.4,0.4,0.3333333333,0.49878,0.63984,0,P09538|P09513|P09630|P09386|P09598,P09614|P09630|P09525|P09538|P09285
