source_provider_id,provider_id,source_category,category,source_district,mapped_district,mapping_algorithm,mapping_version
P040202,P02344,Plumbers,Plumbers,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040203,P02345,Plumbers,Plumbers,Batticaloa,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040204,P02346,Plumbers,Plumbers,Matara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040205,P02347,Plumbers,Plumbers,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040206,P02348,Plumbers,Plumbers,Badulla,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040207,P02349,Plumbers,Plumbers,Anuradhapura,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040208,P02350,Plumbers,Plumbers,Matale,Colombo,category-sorted-bijection-v1,provider-map-v1
P040209,P02351,Plumbers,Plumbers,Colombo,Matara,category-sorted-bijection-v1,provider-map-v1
P040210,P02352,Plumbers,Plumbers,Galle,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040211,P02353,Plumbers,Plumbers,Batticaloa,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040212,P02354,Plumbers,Plumbers,Badulla,Galle,category-sorted-bijection-v1,provider-map-v1
P040213,P02355,Plumbers,Plumbers,Anuradhapura,Galle,category-sorted-bijection-v1,provider-map-v1
P040214,P02356,Plumbers,Plumbers,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040215,P02357,Plumbers,Plumbers,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P040216,P02358,Plumbers,Plumbers,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P040217,P02359,Plumbers,Plumbers,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040218,P02360,Plumbers,Plumbers,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P040219,P02361,Plumbers,Plumbers,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P040220,P02362,Plumbers,Plumbers,Colombo,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040221,P02363,Plumbers,Plumbers,Badulla,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040222,P02364,Plumbers,Plumbers,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040223,P02365,Plumbers,Plumbers,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040224,P02366,Plumbers,Plumbers,Batticaloa,Colombo,category-sorted-bijection-v1,provider-map-v1
P040225,P02367,Plumbers,Plumbers,Jaffna,Galle,category-sorted-bijection-v1,provider-map-v1
P040226,P02368,Plumbers,Plumbers,Kalutara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040227,P02369,Plumbers,Plumbers,Jaffna,Kandy,category-sorted-bijection-v1,provider-map-v1
P040228,P02370,Plumbers,Plumbers,Ratnapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P040229,P02371,Plumbers,Plumbers,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040230,P02372,Plumbers,Plumbers,Colombo,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040231,P02373,Plumbers,Plumbers,Kurunegala,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040232,P02374,Plumbers,Plumbers,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P040233,P02375,Plumbers,Plumbers,Anuradhapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040234,P02376,Plumbers,Plumbers,Matara,Matara,category-sorted-bijection-v1,provider-map-v1
P040235,P02377,Plumbers,Plumbers,Badulla,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040236,P02378,Plumbers,Plumbers,Galle,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040237,P02379,Plumbers,Plumbers,Matale,Colombo,category-sorted-bijection-v1,provider-map-v1
P040238,P02380,Plumbers,Plumbers,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040239,P02381,Plumbers,Plumbers,Kandy,Kandy,category-sorted-bijection-v1,provider-map-v1
P040240,P02382,Plumbers,Plumbers,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040241,P02383,Plumbers,Plumbers,Galle,Galle,category-sorted-bijection-v1,provider-map-v1
P040242,P02384,Plumbers,Plumbers,Jaffna,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040243,P02385,Plumbers,Plumbers,Gampaha,Colombo,category-sorted-bijection-v1,provider-map-v1
P040244,P02386,Plumbers,Plumbers,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040245,P02387,Plumbers,Plumbers,Kurunegala,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040246,P02388,Plumbers,Plumbers,Gampaha,Colombo,category-sorted-bijection-v1,provider-map-v1
P040247,P02389,Plumbers,Plumbers,Batticaloa,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040248,P02390,Plumbers,Plumbers,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040249,P02391,Plumbers,Plumbers,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040250,P02392,Plumbers,Plumbers,Anuradhapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040251,P02393,Plumbers,Plumbers,Galle,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040252,P02394,Plumbers,Plumbers,Gampaha,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040253,P02395,Plumbers,Plumbers,Jaffna,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040254,P02396,Plumbers,Plumbers,Galle,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040255,P02397,Plumbers,Plumbers,Galle,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040256,P02398,Plumbers,Plumbers,Galle,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040257,P02399,Plumbers,Plumbers,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040258,P02400,Plumbers,Plumbers,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P040259,P02401,Plumbers,Plumbers,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040260,P02402,Plumbers,Plumbers,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040261,P02403,Plumbers,Plumbers,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040262,P02404,Plumbers,Plumbers,Jaffna,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040263,P02405,Plumbers,Plumbers,Kalutara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040264,P02406,Plumbers,Plumbers,Kurunegala,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040265,P02407,Plumbers,Plumbers,Kandy,Colombo,category-sorted-bijection-v1,provider-map-v1
P040266,P02408,Plumbers,Plumbers,Ratnapura,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040267,P02409,Plumbers,Plumbers,Matale,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040268,P02410,Plumbers,Plumbers,Badulla,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040269,P02411,Plumbers,Plumbers,Matara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040270,P02412,Plumbers,Plumbers,Galle,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040271,P02413,Plumbers,Plumbers,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040272,P02414,Plumbers,Plumbers,Badulla,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040273,P02415,Plumbers,Plumbers,Gampaha,Colombo,category-sorted-bijection-v1,provider-map-v1
P040274,P02416,Plumbers,Plumbers,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P040275,P02417,Plumbers,Plumbers,Kurunegala,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040276,P02418,Plumbers,Plumbers,Matara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040277,P02419,Plumbers,Plumbers,Nuwara Eliya,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040278,P02420,Plumbers,Plumbers,Kandy,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040279,P02421,Plumbers,Plumbers,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P040280,P02422,Plumbers,Plumbers,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040281,P02423,Plumbers,Plumbers,Jaffna,Matara,category-sorted-bijection-v1,provider-map-v1
P040282,P02424,Plumbers,Plumbers,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040283,P02425,Plumbers,Plumbers,Kurunegala,Colombo,category-sorted-bijection-v1,provider-map-v1
P040284,P02426,Plumbers,Plumbers,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P040285,P02427,Plumbers,Plumbers,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040286,P02428,Plumbers,Plumbers,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P040287,P02429,Plumbers,Plumbers,Matara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040288,P02430,Plumbers,Plumbers,Badulla,Matara,category-sorted-bijection-v1,provider-map-v1
P040289,P02431,Plumbers,Plumbers,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P040290,P02432,Plumbers,Plumbers,Colombo,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040291,P02433,Plumbers,Plumbers,Matara,Colombo,category-sorted-bijection-v1,provider-map-v1
P040292,P02434,Plumbers,Plumbers,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040293,P02435,Plumbers,Plumbers,Galle,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040294,P02436,Plumbers,Plumbers,Kurunegala,Galle,category-sorted-bijection-v1,provider-map-v1
P040295,P02437,Plumbers,Plumbers,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040296,P02438,Plumbers,Plumbers,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040297,P02439,Plumbers,Plumbers,Batticaloa,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040298,P02440,Plumbers,Plumbers,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040299,P02441,Plumbers,Plumbers,Galle,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040300,P02442,Plumbers,Plumbers,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040301,P02443,Plumbers,Plumbers,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P040302,P02444,Plumbers,Plumbers,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040303,P02445,Plumbers,Plumbers,Anuradhapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P040304,P02446,Plumbers,Plumbers,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P040305,P02447,Plumbers,Plumbers,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040306,P02448,Plumbers,Plumbers,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P040307,P02449,Plumbers,Plumbers,Matara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040308,P02450,Plumbers,Plumbers,Galle,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040309,P02451,Plumbers,Plumbers,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P040310,P02452,Plumbers,Plumbers,Batticaloa,Galle,category-sorted-bijection-v1,provider-map-v1
P040311,P02453,Plumbers,Plumbers,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P040312,P02454,Plumbers,Plumbers,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P040313,P02455,Plumbers,Plumbers,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040314,P02456,Plumbers,Plumbers,Nuwara Eliya,Kandy,category-sorted-bijection-v1,provider-map-v1
P040315,P02457,Plumbers,Plumbers,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040316,P02458,Plumbers,Plumbers,Matara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040317,P02459,Plumbers,Plumbers,Gampaha,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040318,P02460,Plumbers,Plumbers,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P040319,P02461,Plumbers,Plumbers,Badulla,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040320,P02462,Plumbers,Plumbers,Kalutara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040321,P02463,Plumbers,Plumbers,Gampaha,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040322,P02464,Plumbers,Plumbers,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040323,P02465,Plumbers,Plumbers,Galle,Matara,category-sorted-bijection-v1,provider-map-v1
P040324,P02466,Plumbers,Plumbers,Matara,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040325,P02467,Plumbers,Plumbers,Kalutara,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040326,P02468,Plumbers,Plumbers,Matara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040327,P02469,Plumbers,Plumbers,Matale,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040328,P02470,Plumbers,Plumbers,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P040329,P02471,Plumbers,Plumbers,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P040330,P02472,Plumbers,Plumbers,Kandy,Galle,category-sorted-bijection-v1,provider-map-v1
P040331,P02473,Plumbers,Plumbers,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P040332,P02474,Plumbers,Plumbers,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P040333,P02475,Plumbers,Plumbers,Kalutara,Kandy,category-sorted-bijection-v1,provider-map-v1
P040334,P02476,Plumbers,Plumbers,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P040335,P02477,Plumbers,Plumbers,Kurunegala,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040336,P02478,Plumbers,Plumbers,Matara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040337,P02479,Plumbers,Plumbers,Ratnapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040338,P02480,Plumbers,Plumbers,Matale,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040339,P02481,Plumbers,Plumbers,Kurunegala,Gampaha,category-sorted-bijection-v1,provider-map-v1
P040340,P02482,Plumbers,Plumbers,Jaffna,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040341,P02483,Plumbers,Plumbers,Badulla,Colombo,category-sorted-bijection-v1,provider-map-v1
P040342,P02484,Plumbers,Plumbers,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040343,P02485,Plumbers,Plumbers,Matale,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040344,P02486,Plumbers,Plumbers,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040345,P02487,Plumbers,Plumbers,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P040346,P02488,Plumbers,Plumbers,Matale,Galle,category-sorted-bijection-v1,provider-map-v1
P040347,P02489,Plumbers,Plumbers,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040348,P02490,Plumbers,Plumbers,Colombo,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040349,P02491,Plumbers,Plumbers,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P040350,P02492,Plumbers,Plumbers,Gampaha,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040351,P02493,Plumbers,Plumbers,Matale,Kandy,category-sorted-bijection-v1,provider-map-v1
P040352,P02494,Plumbers,Plumbers,Ratnapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040353,P02495,Plumbers,Plumbers,Colombo,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040354,P02496,Plumbers,Plumbers,Kurunegala,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P040355,P02497,Plumbers,Plumbers,Matale,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P040356,P02498,Plumbers,Plumbers,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P040357,P02499,Plumbers,Plumbers,Kalutara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050001,P02857,Electricians,Electricians,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P050002,P02858,Electricians,Electricians,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P050003,P02859,Electricians,Electricians,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050004,P02860,Electricians,Electricians,Badulla,Galle,category-sorted-bijection-v1,provider-map-v1
P050005,P02861,Electricians,Electricians,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P050006,P02862,Electricians,Electricians,Gampaha,Jaffna,category-sorted-bijection-v1,provider-map-v1
P050007,P02863,Electricians,Electricians,Matara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050008,P02864,Electricians,Electricians,Gampaha,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050009,P02865,Electricians,Electricians,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P050010,P02866,Electricians,Electricians,Kurunegala,Gampaha,category-sorted-bijection-v1,provider-map-v1
P050011,P02867,Electricians,Electricians,Kurunegala,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050012,P02868,Electricians,Electricians,Jaffna,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P050013,P02869,Electricians,Electricians,Anuradhapura,Galle,category-sorted-bijection-v1,provider-map-v1
P050014,P02870,Electricians,Electricians,Ratnapura,Gampaha,category-sorted-bijection-v1,provider-map-v1
P050015,P02871,Electricians,Electricians,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050016,P02872,Electricians,Electricians,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P050017,P02873,Electricians,Electricians,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050018,P02874,Electricians,Electricians,Kurunegala,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P050019,P02875,Electricians,Electricians,Galle,Colombo,category-sorted-bijection-v1,provider-map-v1
P050020,P02876,Electricians,Electricians,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050021,P02877,Electricians,Electricians,Kandy,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050022,P02878,Electricians,Electricians,Matale,Galle,category-sorted-bijection-v1,provider-map-v1
P050023,P02879,Electricians,Electricians,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P050024,P02880,Electricians,Electricians,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P050025,P02881,Electricians,Electricians,Kandy,Galle,category-sorted-bijection-v1,provider-map-v1
P050026,P02882,Electricians,Electricians,Gampaha,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050027,P02883,Electricians,Electricians,Batticaloa,Kandy,category-sorted-bijection-v1,provider-map-v1
P050028,P02884,Electricians,Electricians,Batticaloa,Galle,category-sorted-bijection-v1,provider-map-v1
P050029,P02885,Electricians,Electricians,Kandy,Colombo,category-sorted-bijection-v1,provider-map-v1
P050030,P02886,Electricians,Electricians,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050031,P02887,Electricians,Electricians,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050032,P02888,Electricians,Electricians,Matale,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P050033,P02889,Electricians,Electricians,Galle,Matara,category-sorted-bijection-v1,provider-map-v1
P050034,P02890,Electricians,Electricians,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050035,P02891,Electricians,Electricians,Kandy,Kandy,category-sorted-bijection-v1,provider-map-v1
P050036,P02892,Electricians,Electricians,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050037,P02893,Electricians,Electricians,Batticaloa,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050038,P02894,Electricians,Electricians,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P050039,P02895,Electricians,Electricians,Galle,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050040,P02896,Electricians,Electricians,Kandy,Galle,category-sorted-bijection-v1,provider-map-v1
P050041,P02897,Electricians,Electricians,Batticaloa,Galle,category-sorted-bijection-v1,provider-map-v1
P050042,P02898,Electricians,Electricians,Anuradhapura,Galle,category-sorted-bijection-v1,provider-map-v1
P050043,P02899,Electricians,Electricians,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P050044,P02900,Electricians,Electricians,Gampaha,Galle,category-sorted-bijection-v1,provider-map-v1
P050045,P02901,Electricians,Electricians,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050046,P02902,Electricians,Electricians,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P050047,P02903,Electricians,Electricians,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050048,P02904,Electricians,Electricians,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P050049,P02905,Electricians,Electricians,Gampaha,Galle,category-sorted-bijection-v1,provider-map-v1
P050050,P02906,Electricians,Electricians,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050051,P02907,Electricians,Electricians,Anuradhapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P050052,P02908,Electricians,Electricians,Gampaha,Jaffna,category-sorted-bijection-v1,provider-map-v1
P050053,P02909,Electricians,Electricians,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P050054,P02910,Electricians,Electricians,Badulla,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P050055,P02911,Electricians,Electricians,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050056,P02912,Electricians,Electricians,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P050057,P02913,Electricians,Electricians,Batticaloa,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050058,P02914,Electricians,Electricians,Gampaha,Gampaha,category-sorted-bijection-v1,provider-map-v1
P050059,P02915,Electricians,Electricians,Matara,Galle,category-sorted-bijection-v1,provider-map-v1
P050060,P02916,Electricians,Electricians,Kandy,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050061,P02917,Electricians,Electricians,Gampaha,Galle,category-sorted-bijection-v1,provider-map-v1
P050062,P02918,Electricians,Electricians,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P050063,P02919,Electricians,Electricians,Kalutara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050064,P02920,Electricians,Electricians,Jaffna,Kandy,category-sorted-bijection-v1,provider-map-v1
P050065,P02921,Electricians,Electricians,Badulla,Colombo,category-sorted-bijection-v1,provider-map-v1
P050066,P02922,Electricians,Electricians,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P050067,P02923,Electricians,Electricians,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P050068,P02924,Electricians,Electricians,Matara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P050069,P02925,Electricians,Electricians,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P050070,P02926,Electricians,Electricians,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P050071,P02927,Electricians,Electricians,Kalutara,Kandy,category-sorted-bijection-v1,provider-map-v1
P050072,P02928,Electricians,Electricians,Kurunegala,Colombo,category-sorted-bijection-v1,provider-map-v1
P050073,P02929,Electricians,Electricians,Gampaha,Colombo,category-sorted-bijection-v1,provider-map-v1
P050074,P02930,Electricians,Electricians,Colombo,Kandy,category-sorted-bijection-v1,provider-map-v1
P050075,P02931,Electricians,Electricians,Anuradhapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050076,P02932,Electricians,Electricians,Matale,Jaffna,category-sorted-bijection-v1,provider-map-v1
P050077,P02933,Electricians,Electricians,Matale,Kandy,category-sorted-bijection-v1,provider-map-v1
P050078,P02934,Electricians,Electricians,Kalutara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P050079,P02935,Electricians,Electricians,Galle,Kandy,category-sorted-bijection-v1,provider-map-v1
P050080,P02936,Electricians,Electricians,Kandy,Colombo,category-sorted-bijection-v1,provider-map-v1
P050081,P02937,Electricians,Electricians,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P050082,P02938,Electricians,Electricians,Kandy,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050083,P02939,Electricians,Electricians,Gampaha,Colombo,category-sorted-bijection-v1,provider-map-v1
P050084,P02940,Electricians,Electricians,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050085,P02941,Electricians,Electricians,Gampaha,Galle,category-sorted-bijection-v1,provider-map-v1
P050086,P02942,Electricians,Electricians,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050087,P02943,Electricians,Electricians,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P050088,P02944,Electricians,Electricians,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050089,P02945,Electricians,Electricians,Kandy,Kandy,category-sorted-bijection-v1,provider-map-v1
P050090,P02946,Electricians,Electricians,Matara,Galle,category-sorted-bijection-v1,provider-map-v1
P050091,P02947,Electricians,Electricians,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P050092,P02948,Electricians,Electricians,Ratnapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P050093,P02949,Electricians,Electricians,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P050094,P02950,Electricians,Electricians,Matara,Colombo,category-sorted-bijection-v1,provider-map-v1
P050095,P02951,Electricians,Electricians,Kurunegala,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050096,P02952,Electricians,Electricians,Jaffna,Kandy,category-sorted-bijection-v1,provider-map-v1
P050097,P02953,Electricians,Electricians,Anuradhapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050098,P02954,Electricians,Electricians,Matara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P050099,P02955,Electricians,Electricians,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050100,P02956,Electricians,Electricians,Ratnapura,Galle,category-sorted-bijection-v1,provider-map-v1
P050101,P02957,Electricians,Electricians,Gampaha,Matara,category-sorted-bijection-v1,provider-map-v1
P050102,P02958,Electricians,Electricians,Ratnapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P050103,P02959,Electricians,Electricians,Colombo,Colombo,category-sorted-bijection-v1,provider-map-v1
P050104,P02960,Electricians,Electricians,Kurunegala,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P050105,P02961,Electricians,Electricians,Kurunegala,Galle,category-sorted-bijection-v1,provider-map-v1
P050106,P02962,Electricians,Electricians,Matale,Galle,category-sorted-bijection-v1,provider-map-v1
P050107,P02963,Electricians,Electricians,Matale,Gampaha,category-sorted-bijection-v1,provider-map-v1
P050108,P02964,Electricians,Electricians,Ratnapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P050109,P02965,Electricians,Electricians,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P050110,P02966,Electricians,Electricians,Badulla,Galle,category-sorted-bijection-v1,provider-map-v1
P050111,P02967,Electricians,Electricians,Gampaha,Gampaha,category-sorted-bijection-v1,provider-map-v1
P050112,P02968,Electricians,Electricians,Matara,Colombo,category-sorted-bijection-v1,provider-map-v1
P050113,P02969,Electricians,Electricians,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
